"id","lat","lng"
"10458",40.8617338904068,-73.8887716729797
"10022",40.7583485116379,-73.9680120581897
"10467",40.8743347064052,-73.8682586268539
"10007",40.7140742359268,-74.0083265018307
"11368",40.7480741704868,-73.8606222545723
"11214",40.6020953480611,-73.9966157590067
"10455",40.8154609811209,-73.9088421180362
"10128",40.781731679533,-73.9511339731744
"11378",40.7239827842461,-73.9002889511769
"11420",40.675381195899,-73.8150708914465
"11220",40.6411290701333,-74.0131156358604
"11418",40.6977997445921,-73.8346392569192
"11419",40.68820407554,-73.8234424081957
"10301",40.6296565267686,-74.0938495995734
"10035",40.7936788761735,-73.9423542076889
"10002",40.7170818961329,-73.9893151477039
"11415",40.7067860041137,-73.8313905810647
"10282",40.7157809576271,-74.0150886372881
"11237",40.7013066020769,-73.9182655660086
"11102",40.7710378029186,-73.9246959875576
"11358",40.7608576743433,-73.7959402085136
"11435",40.6996156340892,-73.8083926848427
"10018",40.7541338561815,-73.9903698544601
"11228",40.618233201315,-74.0112392540652
"10119",40.7512584333333,-73.9925255222222
"11363",40.7727335086321,-73.7446774487827
"10312",40.546489948544,-74.1784664346146
"11436",40.6766211847017,-73.7962221361597
"10044",40.7617365333333,-73.9501166111111
"10075",40.7735754275429,-73.9565256980571
"10013",40.7192009771635,-74.0024050941621
"11231",40.680213024901,-74.0004249399964
"11354",40.7687122372956,-73.8229501064094
"11426",40.734016101632,-73.7214233425445
"11101",40.7484638716023,-73.9388159392097
"11366",40.7279368131126,-73.7931758830031
"11423",40.7147939432765,-73.7676713355829
"11361",40.7633434369626,-73.7742716258375
"10451",40.820479171579,-73.9200133263158
"10017",40.75110378287,-73.992488870852
"10034",40.8664140932187,-73.9213958481375
"10118",40.7484214909091,-73.9855887454545
"11360",40.7798776752629,-73.7822250947703
"11105",40.7756946652479,-73.9094575355838
"10304",40.6097718159815,-74.0880504178671
"10038",40.7091318328586,-74.0043389847406
"11219",40.632643938142,-73.9966112619833
"10302",40.6308649641501,-74.137246971766
"10169",40.7545153,-73.97583545
"10472",40.8297675332254,-73.8688098776406
"11429",40.7090192492007,-73.7395308231321
"10460",40.8399101359988,-73.8789107459873
"10030",40.818099611797,-73.9431153272291
"11104",40.7440105671889,-73.9212204243779
"11422",40.6635691809155,-73.7355812477859
"11432",40.7147664851745,-73.7937017922182
"11430",40.6517815666667,-73.7864003428571
"10307",40.5080893211784,-74.2424514276621
"11224",40.5800314096042,-73.9986667788417
"07086",40.764974585119,-74.0234274541667
"11040",40.7442958812354,-73.6818742647898
"11364",40.7468700179413,-73.7595055328421
"10110",40.7538183,-73.9810974
"11414",40.6583957249322,-73.8423157652307
"11693",40.5991219180358,-73.8180343295548
"11692",40.5938452427342,-73.7967835521988
"11239",40.6499487313364,-73.882401697235
"10005",40.7186709823899,-74.0069689147799
"10474",40.8139981509104,-73.8873163657563
"10004",40.7011717058696,-74.0135753580435
"10280",40.7080388357143,-74.01713429
"11001",40.7242043439947,-73.7063650995174
"11004",40.7451259432187,-73.7122408805227
"0000",NA,NA
"11109",40.746229628,-73.956858364
"10069",40.7767163613636,-73.9883966522727
"10020",40.7589647985915,-73.9796498154929
"11509",40.588684929985,-73.7269274834333
"10281",40.7129138125,-74.0146112916667
"10121",40.75033333,-73.99205732
"10048",40.71178705,-74.011915625
"11005",40.7528136329114,-73.7139306911392
"10604",41.0465617864186,-73.7487942778605
"07112",40.7145900567251,-74.2101803333333
"11520",40.6518946196048,-73.5858842698735
"90274",33.7811278149194,-118.373992225806
"07114",40.7134849039548,-74.1738716714689
"29601",34.8469421362202,-82.4003896083976
"10167",40.755155,-73.975336
"10165",41.305219525,-77.494032825
"10000",40.7127394,-74.005939
"10111",40.7592142363636,-73.9778176727273
"10279",40.712601,-74.008658
"11697",40.5597324092003,-73.9149129046355
"10705",40.9177120172769,-73.8926012033406
"07410",40.9353994965374,-74.1156301578947
"11024",40.8129441096542,-73.7405023384006
"14222",42.9160819820334,-78.8771599140129
"00083",NA,NA
"19399",NA,NA
"08817",40.5173532791523,-74.3936601255441
"11747",40.7896182250852,-73.4056675700682
"10278",40.7154592,-74.0041935
"10103",40.7602772,-73.97628525
"08861",40.5192405824047,-74.2766826539589
"11792",40.9527538381664,-72.8340176635161
"07208",40.6724451559242,-74.2237988890995
"10174",40.75167608,-73.97549006
"10041",40.7032894,-74.009895
"07302",40.7206320955963,-74.0461497480734
"10158",40.7490532,-73.9753376
"08043",39.8501173125151,-74.9531802422612
"10550",40.9075976533935,-73.8362524534081
"11579",40.8460967236741,-73.6435753222276
"10803",40.9039537599076,-73.8071994625
"19053",40.1452201649466,-74.9786417795374
"11735",40.725372508718,-73.443385593612
"10154",40.7578018666667,-73.9723588666667
"10168",40.7511974142857,-73.9766352714286
"N/A",NA,NA
"11749",40.8058018866015,-73.1718647117934
"11743",40.8680194092022,-73.411916384391
"10152",40.7583869666667,-73.9719937666667
"10107",40.76630695,-73.98245095
"10708",40.9383737200199,-73.8326056402189
"10105",40.762956,-73.978313
"11563",40.6573680756525,-73.6737606873319
"11803",40.7793871437539,-73.47774457971
"11030-3409",NA,NA
"11251",40.7028635,-73.97969805
"9153",NA,NA
"10162",40.769456,-73.95013
"32752-9963",NA,NA
"14231-9054",NA,NA
"10704",40.9178120366612,-73.8610114519019
"10115",40.81081564,-73.96372692
"10170",40.7524676,-73.9757799
"06902",41.0544031440409,-73.5393919577697
"11590",40.7540268817087,-73.5751319704168
"19044",40.1839197072539,-75.1534259626943
"11559",40.6143694881649,-73.7305008403299
"30374-0283",NA,NA
"99999",39.7376490565217,-81.8407902434783
"10122",40.7518073,-73.9917459
"07047",40.7907478588535,-74.0212784292994
"10271",40.7080946666667,-74.0104852666667
"43216",39.9628571,-82.9989286
"10106",40.765453,-73.980209
"11576",40.7916513326005,-73.6520209950019
"07093",40.7897278764706,-74.0130934588235
"10153",40.763624825,-73.9722781
"10177",40.7551097,-73.9759422
"10120",40.7502869,-73.9895529
"07073",40.8335212744444,-74.0985011738889
"07306",40.7325882582814,-74.0636753714819
"3358",NA,NA
"10123",40.75140545,-73.9908391
"11768",40.905823719634,-73.3299509882999
"11050",40.8352302180119,-73.6954379450997
"08876",40.5816671913472,-74.6747028266155
"48393-0824",NA,NA
"43218-2118",NA,NA
"30353-0949",NA,NA
"10173",40.753889125,-73.979346625
"10801",40.916579006097,-73.7864989272614
"02298",NA,NA
"11550",40.7043572319565,-73.6189326042356
"10172",40.7562302,-73.9750931
"10151",NA,NA
"12344",NA,NA
"10179",NA,NA
"11010",40.7013862322003,-73.6750630395386
"11244",NA,NA
"11968",40.9061473127181,-72.4093895222872
"07024",40.8507600313002,-73.9749187731942
"11580",40.6744582137236,-73.7048745073896
"07103-4154",NA,NA
"11003",40.6996614464455,-73.7048755734504
"10707",40.9588600250778,-73.822897292148
"11572",40.6354786285874,-73.6383038471027
"UNKNOWN",NA,NA
"07712",40.216856576311,-74.0414874699819
"11797",40.8141011159102,-73.4741367216591
"10112",40.759271575,-73.980172525
"10259",NA,NA
"11371",40.77294742,-73.87816606
"10045",40.7082307,-74.008546
